_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,what_topics_is_this_review_about,comment,id,industry,what_topics_is_this_review_about_gold
920745018,3/29/2016 23:40:30,false,1941424986,,3/29/2016 23:27:25,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,comfortattractiveness,"Horrible place!! Very ghetto and unclean/unsafe.We took our baby, only 7 months, tot the E.R. and we were treated horribly. The nurses were awful-I mean truly horrid. I would NEVER recommend this place, especially if you have an infant!! Steer clear of the E.R.",YELP_e741366868d22e09d302b4c5af237d1f_ca0f6d8fdb52fc0e9fcb7d2d7953e528,health-care-physicians,
920745018,3/30/2016 00:16:42,false,1941473346,,3/30/2016 00:12:00,false,clixsense,0.8571,32175836,PER,15,Lima,179.7.84.68,comfortattractiveness,"Horrible place!! Very ghetto and unclean/unsafe.We took our baby, only 7 months, tot the E.R. and we were treated horribly. The nurses were awful-I mean truly horrid. I would NEVER recommend this place, especially if you have an infant!! Steer clear of the E.R.",YELP_e741366868d22e09d302b4c5af237d1f_ca0f6d8fdb52fc0e9fcb7d2d7953e528,health-care-physicians,
920745018,3/30/2016 00:23:29,false,1941482289,,3/30/2016 00:17:10,false,clixsense,0.8235,34192482,MEX,31,Mérida,189.215.56.43,"likely_to_recommend
staff
cleanliness","Horrible place!! Very ghetto and unclean/unsafe.We took our baby, only 7 months, tot the E.R. and we were treated horribly. The nurses were awful-I mean truly horrid. I would NEVER recommend this place, especially if you have an infant!! Steer clear of the E.R.",YELP_e741366868d22e09d302b4c5af237d1f_ca0f6d8fdb52fc0e9fcb7d2d7953e528,health-care-physicians,
920745018,3/30/2016 00:27:51,false,1941488479,,3/30/2016 00:25:22,false,neodev,0.7895,34937431,VEN,19,Cumaná,190.38.117.81,"cleanliness
likely_to_recommend
bedside_manner","Horrible place!! Very ghetto and unclean/unsafe.We took our baby, only 7 months, tot the E.R. and we were treated horribly. The nurses were awful-I mean truly horrid. I would NEVER recommend this place, especially if you have an infant!! Steer clear of the E.R.",YELP_e741366868d22e09d302b4c5af237d1f_ca0f6d8fdb52fc0e9fcb7d2d7953e528,health-care-physicians,
920745019,3/29/2016 23:57:13,false,1941447971,,3/29/2016 23:51:01,false,neodev,0.8148,36750267,SRB,00,Belgrade,94.189.184.151,bedside_manner,"Dr. Prabaker was very thorough and attentive.  I didn't feel rushed out.  Staff was very pleasant and helpful,",KIOSK_7ce83d57bc1c6f4f0689737b96e35ce6_33ff9aae71ab0808e1451ed530434e17,health-care-physicians,
920745019,3/30/2016 00:00:25,false,1941451684,,3/29/2016 23:57:35,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,staff,"Dr. Prabaker was very thorough and attentive.  I didn't feel rushed out.  Staff was very pleasant and helpful,",KIOSK_7ce83d57bc1c6f4f0689737b96e35ce6_33ff9aae71ab0808e1451ed530434e17,health-care-physicians,
920745019,3/30/2016 00:27:30,false,1941488145,,3/30/2016 00:22:14,false,clixsense,0.8571,32175836,PER,15,Lima,179.7.84.68,staff,"Dr. Prabaker was very thorough and attentive.  I didn't feel rushed out.  Staff was very pleasant and helpful,",KIOSK_7ce83d57bc1c6f4f0689737b96e35ce6_33ff9aae71ab0808e1451ed530434e17,health-care-physicians,
920745019,3/30/2016 00:31:25,false,1941493277,,3/30/2016 00:27:52,false,neodev,0.7895,34937431,VEN,19,Cumaná,190.38.117.81,"doctor_competence
bedside_manner
staff","Dr. Prabaker was very thorough and attentive.  I didn't feel rushed out.  Staff was very pleasant and helpful,",KIOSK_7ce83d57bc1c6f4f0689737b96e35ce6_33ff9aae71ab0808e1451ed530434e17,health-care-physicians,
920745020,3/29/2016 23:25:36,false,1941403553,,3/29/2016 23:23:31,false,neodev,0.8235,31503638,SRB,02,Novi Sad,178.222.209.120,staff,"Dr. Luciano is amazing! This was my first time ever going to a OB/GYN and I will be returning to see her every year. She was very professional, took her time and really explained things well and made me feel comfortable. The staff in the Pembroke Pines office really care about the patient and make you feel like you are number one. Had a wonderful experience beginning to end.",ZOC_DOC.mWA_404I9TryDmW6Y1LDxg.cq3GGL8q7jOnVwa9LxaDbg,health-care-physicians,
920745020,3/29/2016 23:27:24,false,1941406169,,3/29/2016 23:23:56,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,staff,"Dr. Luciano is amazing! This was my first time ever going to a OB/GYN and I will be returning to see her every year. She was very professional, took her time and really explained things well and made me feel comfortable. The staff in the Pembroke Pines office really care about the patient and make you feel like you are number one. Had a wonderful experience beginning to end.",ZOC_DOC.mWA_404I9TryDmW6Y1LDxg.cq3GGL8q7jOnVwa9LxaDbg,health-care-physicians,
920745020,3/29/2016 23:50:06,false,1941438091,,3/29/2016 23:39:33,false,neodev,0.7692,31935141,VEN,25,Caracas,186.90.178.210,"bedside_manner
staff","Dr. Luciano is amazing! This was my first time ever going to a OB/GYN and I will be returning to see her every year. She was very professional, took her time and really explained things well and made me feel comfortable. The staff in the Pembroke Pines office really care about the patient and make you feel like you are number one. Had a wonderful experience beginning to end.",ZOC_DOC.mWA_404I9TryDmW6Y1LDxg.cq3GGL8q7jOnVwa9LxaDbg,health-care-physicians,
920745020,3/30/2016 01:53:33,false,1941632052,,3/30/2016 01:50:10,false,neodev,0.8571,26653420,MYS,11,Miri,175.144.185.219,"staff
bedside_manner","Dr. Luciano is amazing! This was my first time ever going to a OB/GYN and I will be returning to see her every year. She was very professional, took her time and really explained things well and made me feel comfortable. The staff in the Pembroke Pines office really care about the patient and make you feel like you are number one. Had a wonderful experience beginning to end.",ZOC_DOC.mWA_404I9TryDmW6Y1LDxg.cq3GGL8q7jOnVwa9LxaDbg,health-care-physicians,
920745021,3/30/2016 00:07:16,false,1941461126,,3/30/2016 00:05:38,false,neodev,0.8235,20555022,IND,07,Delhi,223.176.48.43,staff,Very nice doctor and helpful office staff. Dr. Springer is exactly the kind of doctor I have been looking for.,ZOC_DOC.qWuKDehWSC2ruRMHbQ21Qw.Yki1EeffjbECFpFAFrWdcQ,health-care-physicians,
920745021,3/30/2016 00:08:56,false,1941463340,,3/30/2016 00:03:36,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,staff,Very nice doctor and helpful office staff. Dr. Springer is exactly the kind of doctor I have been looking for.,ZOC_DOC.qWuKDehWSC2ruRMHbQ21Qw.Yki1EeffjbECFpFAFrWdcQ,health-care-physicians,
920745021,3/30/2016 00:14:20,false,1941470402,,3/30/2016 00:07:19,false,clixsense,0.8235,34192482,MEX,31,Mérida,189.215.56.43,"bedside_manner
staff",Very nice doctor and helpful office staff. Dr. Springer is exactly the kind of doctor I have been looking for.,ZOC_DOC.qWuKDehWSC2ruRMHbQ21Qw.Yki1EeffjbECFpFAFrWdcQ,health-care-physicians,
920745022,3/29/2016 23:27:43,false,1941406569,,3/29/2016 23:24:28,false,instagc,0.7273,33427067,USA,MA,South Hadley,24.41.68.35,doctor_competence,"Dr Does is professional, knowledgable and caring. He always makes the patient feel comfortable and takes whatever time is necessary to answer questions. He has resolved health concerns for me that other doctors were not able to control.",VITALS.JJEih93Ohx9ZSQYIoK2CaQ.cB7rNs44V8qKbmIwtxAzjA,health-care-physicians,
920745022,3/29/2016 23:27:53,false,1941406816,,3/29/2016 23:25:56,false,neodev,0.8235,31503638,SRB,02,Novi Sad,178.222.209.120,doctor_competence,"Dr Does is professional, knowledgable and caring. He always makes the patient feel comfortable and takes whatever time is necessary to answer questions. He has resolved health concerns for me that other doctors were not able to control.",VITALS.JJEih93Ohx9ZSQYIoK2CaQ.cB7rNs44V8qKbmIwtxAzjA,health-care-physicians,
920745022,3/29/2016 23:40:30,false,1941424993,,3/29/2016 23:27:25,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,doctor_competence,"Dr Does is professional, knowledgable and caring. He always makes the patient feel comfortable and takes whatever time is necessary to answer questions. He has resolved health concerns for me that other doctors were not able to control.",VITALS.JJEih93Ohx9ZSQYIoK2CaQ.cB7rNs44V8qKbmIwtxAzjA,health-care-physicians,
920745022,3/29/2016 23:54:54,false,1941444668,,3/29/2016 23:45:35,false,clixsense,0.8095,6591664,MEX,"","",187.226.188.80,doctor_competence,"Dr Does is professional, knowledgable and caring. He always makes the patient feel comfortable and takes whatever time is necessary to answer questions. He has resolved health concerns for me that other doctors were not able to control.",VITALS.JJEih93Ohx9ZSQYIoK2CaQ.cB7rNs44V8qKbmIwtxAzjA,health-care-physicians,
920745022,3/30/2016 00:00:56,false,1941452468,,3/29/2016 23:55:25,false,clixsense,0.8235,34192482,MEX,31,Mérida,189.215.56.43,"doctor_competence
bedside_manner","Dr Does is professional, knowledgable and caring. He always makes the patient feel comfortable and takes whatever time is necessary to answer questions. He has resolved health concerns for me that other doctors were not able to control.",VITALS.JJEih93Ohx9ZSQYIoK2CaQ.cB7rNs44V8qKbmIwtxAzjA,health-care-physicians,
920745023,3/29/2016 23:55:24,false,1941445424,,3/29/2016 23:48:36,false,clixsense,0.8235,34192482,MEX,31,Mérida,189.215.56.43,"respectempathy
likely_to_recommend",Ok but would not refer family or friends. Seemed two face to me like the type of doctor that would talk about a patient behind their back.,VITALS.gT8lcG1L07SwRYtdhik09g.opw-QShkKeGC7lvAeHCgmw,health-care-physicians,
920745023,3/29/2016 23:57:45,false,1941448585,,3/29/2016 23:52:02,false,neodev,0.7895,34937431,VEN,19,Cumaná,190.38.117.81,likely_to_recommend,Ok but would not refer family or friends. Seemed two face to me like the type of doctor that would talk about a patient behind their back.,VITALS.gT8lcG1L07SwRYtdhik09g.opw-QShkKeGC7lvAeHCgmw,health-care-physicians,
920745023,3/30/2016 00:21:58,false,1941480348,,3/30/2016 00:19:24,false,clixsense,0.8571,32175836,PER,15,Lima,179.7.84.68,bedside_manner,Ok but would not refer family or friends. Seemed two face to me like the type of doctor that would talk about a patient behind their back.,VITALS.gT8lcG1L07SwRYtdhik09g.opw-QShkKeGC7lvAeHCgmw,health-care-physicians,
920745023,3/30/2016 00:31:34,false,1941493441,,3/30/2016 00:28:00,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,doctor_competence,Ok but would not refer family or friends. Seemed two face to me like the type of doctor that would talk about a patient behind their back.,VITALS.gT8lcG1L07SwRYtdhik09g.opw-QShkKeGC7lvAeHCgmw,health-care-physicians,
920745023,3/30/2016 00:35:57,false,1941499921,,3/30/2016 00:32:01,false,neodev,0.8571,26653420,MYS,11,Miri,175.144.185.219,likely_to_recommend,Ok but would not refer family or friends. Seemed two face to me like the type of doctor that would talk about a patient behind their back.,VITALS.gT8lcG1L07SwRYtdhik09g.opw-QShkKeGC7lvAeHCgmw,health-care-physicians,
920745024,3/29/2016 23:25:36,false,1941403543,,3/29/2016 23:23:31,false,neodev,0.8235,31503638,SRB,02,Novi Sad,178.222.209.120,care_coordination,"Dr. Oriheula has been my cardiologist for many years. He is monitoring and treating any problems that may arise. Office visits are pleasant, he sees you promptly, and the office staff is personable and professional. Dr. Orihuela was also my father's cardiologist many years ago. I trust Dr. Orihuela implicitly.",VITALS.7HwPfugGCaKEVjldVOiQYQ.vbxYu9M__RDjDdNPFmLowA,health-care-physicians,
920745024,3/29/2016 23:27:24,false,1941406179,,3/29/2016 23:23:56,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,staff,"Dr. Oriheula has been my cardiologist for many years. He is monitoring and treating any problems that may arise. Office visits are pleasant, he sees you promptly, and the office staff is personable and professional. Dr. Orihuela was also my father's cardiologist many years ago. I trust Dr. Orihuela implicitly.",VITALS.7HwPfugGCaKEVjldVOiQYQ.vbxYu9M__RDjDdNPFmLowA,health-care-physicians,
920745024,3/29/2016 23:50:06,false,1941438094,,3/29/2016 23:39:33,false,neodev,0.7692,31935141,VEN,25,Caracas,186.90.178.210,"wait_time
staff
bedside_manner","Dr. Oriheula has been my cardiologist for many years. He is monitoring and treating any problems that may arise. Office visits are pleasant, he sees you promptly, and the office staff is personable and professional. Dr. Orihuela was also my father's cardiologist many years ago. I trust Dr. Orihuela implicitly.",VITALS.7HwPfugGCaKEVjldVOiQYQ.vbxYu9M__RDjDdNPFmLowA,health-care-physicians,
920745024,3/30/2016 00:16:42,false,1941473349,,3/30/2016 00:12:00,false,clixsense,0.8571,32175836,PER,15,Lima,179.7.84.68,bedside_manner,"Dr. Oriheula has been my cardiologist for many years. He is monitoring and treating any problems that may arise. Office visits are pleasant, he sees you promptly, and the office staff is personable and professional. Dr. Orihuela was also my father's cardiologist many years ago. I trust Dr. Orihuela implicitly.",VITALS.7HwPfugGCaKEVjldVOiQYQ.vbxYu9M__RDjDdNPFmLowA,health-care-physicians,
920745024,3/30/2016 00:23:29,false,1941482287,,3/30/2016 00:17:10,false,clixsense,0.8235,34192482,MEX,31,Mérida,189.215.56.43,"staff
bedside_manner
wait_time","Dr. Oriheula has been my cardiologist for many years. He is monitoring and treating any problems that may arise. Office visits are pleasant, he sees you promptly, and the office staff is personable and professional. Dr. Orihuela was also my father's cardiologist many years ago. I trust Dr. Orihuela implicitly.",VITALS.7HwPfugGCaKEVjldVOiQYQ.vbxYu9M__RDjDdNPFmLowA,health-care-physicians,
920745024,3/30/2016 00:42:18,false,1941508666,,3/30/2016 00:36:36,false,neodev,0.8571,26653420,MYS,11,Miri,175.144.185.219,"staff
medical_history
wait_time","Dr. Oriheula has been my cardiologist for many years. He is monitoring and treating any problems that may arise. Office visits are pleasant, he sees you promptly, and the office staff is personable and professional. Dr. Orihuela was also my father's cardiologist many years ago. I trust Dr. Orihuela implicitly.",VITALS.7HwPfugGCaKEVjldVOiQYQ.vbxYu9M__RDjDdNPFmLowA,health-care-physicians,
920745025,3/30/2016 00:03:34,false,1941456027,,3/30/2016 00:00:26,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,other,"This review is for the New Car Sales at Longo. Specifically calling out our sales guy Tony Hua and his Manager Casey Kabia. Typically if you were to say you got tag teamed by the dealer it would be a bad thing, but this is not the case for the dynamic duo of Tony Hua and his manager Casey Kabia. They really made the deal happen and they were going in with a difficult hand to begin with. I happen to be at Longo this past week getting one of my Toyotos serviced (which was also a pleasant experience this time as well) and decided to go check out the new Siennas. Our family is growing and we needed to find out more about the van. We did not expect to drive off with one. Tony was available and took me and my wife to the lot where all the Siennas were and let us take our time to get in every single one walked us calmly (never rushed) through all the diff models and when we couldnt decide on color he drove a few of them side by side so we could compare. That was amazing service. We told Tony that we have a lease ending for our Lexus and we wanted to run in one car for the the Sienna and we were a few months away from lease ending and didnt want to make two car payments. He said dont worry he promised the deal will happen and it did. After he negotiated with us and his manager he also talked with the leasing manager and worked with the managers of Lexus to make the transition smooth. We worked out all the details and setup an appointment to drop off the old and in with the new the next day. I brought in my Lexus the next day and he drove us back and forth between the Lexus and Toyota to handle the return of Lexus and paperwork for Toyota. Knowing it was taking a bit longer than expected he grabbed us some water. His constant follow up to ensure we were happy with our car was also a plus. Tony made sure our new Sienna was spotless and even helped us move all the junk we had from our old car into the new. Gave us some shopping bags to boot. I highly recommend Tony Hua. We have bought 3 cars in the past 4 years, 2 of them have been from Longo. This has by far been the best experience we have ever had in buying a new car in the last 10 years! When he promised the deal is going to happen it did. He said I wont be wasting your time if it wasnt going to happen. He promised and he delivered. We walked in with just wanting to find out more about the car and ended up buying it. He really made it really easy not to say no in a good way. Both my wife and I agree that we left with a smile on our faces, got a great deal and excellent hand holding service. We will be going to him from now on and I am recommending my family and friends to see him for sure. They deserve no less than a 5 star review!",DEALER_RATER.g0E0sufg5rzLWbM4XUayNw.r1447433,health-care-physicians,
920745025,3/30/2016 00:05:36,false,1941458864,,3/30/2016 00:03:18,false,neodev,0.8235,20555022,IND,07,Delhi,223.176.48.43,other,"This review is for the New Car Sales at Longo. Specifically calling out our sales guy Tony Hua and his Manager Casey Kabia. Typically if you were to say you got tag teamed by the dealer it would be a bad thing, but this is not the case for the dynamic duo of Tony Hua and his manager Casey Kabia. They really made the deal happen and they were going in with a difficult hand to begin with. I happen to be at Longo this past week getting one of my Toyotos serviced (which was also a pleasant experience this time as well) and decided to go check out the new Siennas. Our family is growing and we needed to find out more about the van. We did not expect to drive off with one. Tony was available and took me and my wife to the lot where all the Siennas were and let us take our time to get in every single one walked us calmly (never rushed) through all the diff models and when we couldnt decide on color he drove a few of them side by side so we could compare. That was amazing service. We told Tony that we have a lease ending for our Lexus and we wanted to run in one car for the the Sienna and we were a few months away from lease ending and didnt want to make two car payments. He said dont worry he promised the deal will happen and it did. After he negotiated with us and his manager he also talked with the leasing manager and worked with the managers of Lexus to make the transition smooth. We worked out all the details and setup an appointment to drop off the old and in with the new the next day. I brought in my Lexus the next day and he drove us back and forth between the Lexus and Toyota to handle the return of Lexus and paperwork for Toyota. Knowing it was taking a bit longer than expected he grabbed us some water. His constant follow up to ensure we were happy with our car was also a plus. Tony made sure our new Sienna was spotless and even helped us move all the junk we had from our old car into the new. Gave us some shopping bags to boot. I highly recommend Tony Hua. We have bought 3 cars in the past 4 years, 2 of them have been from Longo. This has by far been the best experience we have ever had in buying a new car in the last 10 years! When he promised the deal is going to happen it did. He said I wont be wasting your time if it wasnt going to happen. He promised and he delivered. We walked in with just wanting to find out more about the car and ended up buying it. He really made it really easy not to say no in a good way. Both my wife and I agree that we left with a smile on our faces, got a great deal and excellent hand holding service. We will be going to him from now on and I am recommending my family and friends to see him for sure. They deserve no less than a 5 star review!",DEALER_RATER.g0E0sufg5rzLWbM4XUayNw.r1447433,health-care-physicians,
920745025,3/30/2016 00:12:24,false,1941468006,,3/30/2016 00:02:39,false,neodev,0.7895,34937431,VEN,19,Cumaná,190.38.117.81,other,"This review is for the New Car Sales at Longo. Specifically calling out our sales guy Tony Hua and his Manager Casey Kabia. Typically if you were to say you got tag teamed by the dealer it would be a bad thing, but this is not the case for the dynamic duo of Tony Hua and his manager Casey Kabia. They really made the deal happen and they were going in with a difficult hand to begin with. I happen to be at Longo this past week getting one of my Toyotos serviced (which was also a pleasant experience this time as well) and decided to go check out the new Siennas. Our family is growing and we needed to find out more about the van. We did not expect to drive off with one. Tony was available and took me and my wife to the lot where all the Siennas were and let us take our time to get in every single one walked us calmly (never rushed) through all the diff models and when we couldnt decide on color he drove a few of them side by side so we could compare. That was amazing service. We told Tony that we have a lease ending for our Lexus and we wanted to run in one car for the the Sienna and we were a few months away from lease ending and didnt want to make two car payments. He said dont worry he promised the deal will happen and it did. After he negotiated with us and his manager he also talked with the leasing manager and worked with the managers of Lexus to make the transition smooth. We worked out all the details and setup an appointment to drop off the old and in with the new the next day. I brought in my Lexus the next day and he drove us back and forth between the Lexus and Toyota to handle the return of Lexus and paperwork for Toyota. Knowing it was taking a bit longer than expected he grabbed us some water. His constant follow up to ensure we were happy with our car was also a plus. Tony made sure our new Sienna was spotless and even helped us move all the junk we had from our old car into the new. Gave us some shopping bags to boot. I highly recommend Tony Hua. We have bought 3 cars in the past 4 years, 2 of them have been from Longo. This has by far been the best experience we have ever had in buying a new car in the last 10 years! When he promised the deal is going to happen it did. He said I wont be wasting your time if it wasnt going to happen. He promised and he delivered. We walked in with just wanting to find out more about the car and ended up buying it. He really made it really easy not to say no in a good way. Both my wife and I agree that we left with a smile on our faces, got a great deal and excellent hand holding service. We will be going to him from now on and I am recommending my family and friends to see him for sure. They deserve no less than a 5 star review!",DEALER_RATER.g0E0sufg5rzLWbM4XUayNw.r1447433,health-care-physicians,
920745026,3/30/2016 00:03:16,false,1941455576,,3/30/2016 00:00:21,false,neodev,0.8235,20555022,IND,07,Delhi,223.176.48.43,"bedside_manner
doctor_competence",Dr. Rodriguez makes this necessary appointment quick and painless. She answers all your questions and is very professional and efficient.,ZOC_DOC.4J1GRHmTeyKCsfGCnxIF8Q.2RYwgxmvKQNooBX-vGcnnw,health-care-physicians,
920745026,3/30/2016 00:05:14,false,1941458287,,3/29/2016 23:58:03,false,clixsense,0.8571,32175836,PER,15,Lima,179.7.84.68,doctor_competence,Dr. Rodriguez makes this necessary appointment quick and painless. She answers all your questions and is very professional and efficient.,ZOC_DOC.4J1GRHmTeyKCsfGCnxIF8Q.2RYwgxmvKQNooBX-vGcnnw,health-care-physicians,
920745026,3/30/2016 00:31:51,false,1941493940,,3/30/2016 00:28:06,false,neodev,0.7692,31935141,VEN,25,Caracas,186.90.178.210,"getting_an_appointment
bedside_manner",Dr. Rodriguez makes this necessary appointment quick and painless. She answers all your questions and is very professional and efficient.,ZOC_DOC.4J1GRHmTeyKCsfGCnxIF8Q.2RYwgxmvKQNooBX-vGcnnw,health-care-physicians,
920745026,3/30/2016 00:42:18,false,1941508668,,3/30/2016 00:36:36,false,neodev,0.8571,26653420,MYS,11,Miri,175.144.185.219,"responsiveness
bedside_manner
wait_time",Dr. Rodriguez makes this necessary appointment quick and painless. She answers all your questions and is very professional and efficient.,ZOC_DOC.4J1GRHmTeyKCsfGCnxIF8Q.2RYwgxmvKQNooBX-vGcnnw,health-care-physicians,
920745026,3/30/2016 01:49:57,false,1941625392,,3/30/2016 01:48:59,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,doctor_competence,Dr. Rodriguez makes this necessary appointment quick and painless. She answers all your questions and is very professional and efficient.,ZOC_DOC.4J1GRHmTeyKCsfGCnxIF8Q.2RYwgxmvKQNooBX-vGcnnw,health-care-physicians,
920745027,3/30/2016 00:05:36,false,1941458858,,3/30/2016 00:03:18,false,neodev,0.8235,20555022,IND,07,Delhi,223.176.48.43,medical_history,He took his first degree in physics - understands much of the technical better than most doctors.,VITALS.1rshzu-pmz2fybpwz4MAeQ.u4r2I3II5jKACjA5cjFW0w,health-care-physicians,
920745027,3/30/2016 00:08:56,false,1941463336,,3/30/2016 00:03:36,false,neodev,0.8333,33750934,VEN,13,Barquisimeto,190.207.223.20,doctor_competence,He took his first degree in physics - understands much of the technical better than most doctors.,VITALS.1rshzu-pmz2fybpwz4MAeQ.u4r2I3II5jKACjA5cjFW0w,health-care-physicians,
920745027,3/30/2016 00:10:27,false,1941465286,,3/30/2016 00:05:16,false,clixsense,0.8571,32175836,PER,15,Lima,179.7.84.68,doctor_competence,He took his first degree in physics - understands much of the technical better than most doctors.,VITALS.1rshzu-pmz2fybpwz4MAeQ.u4r2I3II5jKACjA5cjFW0w,health-care-physicians,
920745027,3/30/2016 00:18:50,false,1941476151,,3/30/2016 00:12:26,false,neodev,0.7895,34937431,VEN,19,Cumaná,190.38.117.81,other,He took his first degree in physics - understands much of the technical better than most doctors.,VITALS.1rshzu-pmz2fybpwz4MAeQ.u4r2I3II5jKACjA5cjFW0w,health-care-physicians,
920745027,3/30/2016 00:26:22,false,1941486618,,3/30/2016 00:23:29,false,clixsense,0.8235,34192482,MEX,31,Mérida,189.215.56.43,doctor_competence,He took his first degree in physics - understands much of the technical better than most doctors.,VITALS.1rshzu-pmz2fybpwz4MAeQ.u4r2I3II5jKACjA5cjFW0w,health-care-physicians,
